posting_id,date,country,city,industry,role_category,job_title,experience_level,work_mode,contract_type,language_requirement,salary_from,salary_to,skills_required,days_open
JP000147,2022-01-05,Austria,Graz,Consulting,Data Engineer,ETL Developer,Mid (2-5yr),Hybrid,Freelance,German Required,61364,68873,Python|Kafka|Azure,47
JP000148,2022-01-05,Germany,Dresden,Healthcare,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,88254,111236,Agile|Excel|Stakeholder Management|Leadership|Strategy|SQL,41
JP000149,2022-01-05,Austria,Vienna,Media,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Permanent,German Required,39976,47710,R|Scikit-Learn|Python|Statistics,46
JP000150,2022-01-05,Germany,Dresden,Finance & Banking,Data Analyst,Business Analyst,Junior (0-2yr),Hybrid,Freelance,English OK,34152,47446,SQL|Tableau|Jira|Power BI|Confluence,51
JP000151,2022-01-05,Germany,Leipzig,E-Commerce,Data Scientist,Data Scientist,Mid (2-5yr),Remote,Permanent,German Required,61506,69576,Statistics|Azure ML|Machine Learning|TensorFlow,56
JP000152,2022-01-05,Austria,Innsbruck,Logistics,Data Manager,BI Manager,Senior (5+yr),Remote,Fixed-term,German Required,92511,100527,Agile|Power BI|Stakeholder Management|Leadership|SQL|Excel,23
JP000153,2022-01-05,Germany,Frankfurt,Healthcare,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Fixed-term,English OK,95220,101035,Excel|SQL|Stakeholder Management|Agile|Power BI|Leadership,84
JP000154,2022-01-05,Germany,Stuttgart,Manufacturing,Data Scientist,Quantitative Analyst,Senior (5+yr),Remote,Freelance,German Required,87855,88825,Python|Machine Learning|TensorFlow|SQL|R|Azure ML,37
JP000155,2022-01-05,Austria,Salzburg,Automotive,BI Developer,Tableau Developer,Junior (0-2yr),Hybrid,Permanent,German Required,32619,42405,Tableau|SSRS|DAX|Excel,12
JP000156,2022-01-05,Germany,Berlin,Technology,BI Developer,Power BI Developer,Junior (0-2yr),Hybrid,Permanent,English OK,33267,47993,SQL|Looker|Excel|SAP BI|SSRS|Tableau,58
JP000157,2022-01-05,Germany,Stuttgart,Technology,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,55434,69421,Statistics|Scikit-Learn|SQL,33
JP000158,2022-01-05,Germany,Cologne,Automotive,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Permanent,English OK,75943,112627,Strategy|SQL|Agile,28
JP000159,2022-01-05,Switzerland,Geneva,Healthcare,Data Manager,Chief Data Officer,Junior (0-2yr),Hybrid,Freelance,German Required,37483,38984,Stakeholder Management|Excel|Leadership,82
JP000160,2022-01-05,Austria,Graz,Energy,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Fixed-term,German Required,58986,74356,Agile|Power BI|Excel|SQL|Stakeholder Management|Leadership,58
JP000161,2022-01-05,Germany,Nuremberg,Automotive,Data Analyst,Junior Data Analyst,Mid (2-5yr),Hybrid,Fixed-term,English OK,59391,61468,Confluence|Python|Tableau,10
JP000162,2022-01-05,Switzerland,Basel,Manufacturing,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,58570,74587,DAX|Looker|Power BI|SQL|SAP BI,22
JP000163,2022-01-05,Switzerland,Geneva,Automotive,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Permanent,German Required,52897,58896,SSRS|Excel|SQL,47
JP000164,2022-01-05,Switzerland,Bern,Consulting,Data Scientist,Research Analyst,Senior (5+yr),On-site,Freelance,German Required,77316,86431,Statistics|SQL|Azure ML,17
JP000165,2022-01-05,Germany,Munich,Logistics,Data Manager,BI Manager,Mid (2-5yr),Remote,Freelance,German Required,54241,59357,Leadership|Excel|Stakeholder Management,13
JP000166,2022-01-05,Switzerland,Geneva,Technology,Data Scientist,AI Analyst,Senior (5+yr),Remote,Fixed-term,German Required,95982,97427,Machine Learning|Scikit-Learn|Azure ML,51
JP000167,2022-01-05,Germany,Hamburg,Healthcare,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Freelance,German Required,82670,96684,Docker|Airflow|Kafka|Databricks|Python|SQL,85
JP000168,2022-01-05,Austria,Innsbruck,Automotive,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Freelance,German Required,40769,49313,Agile|Stakeholder Management|Leadership|Excel|SQL,17
JP000169,2022-01-05,Germany,Munich,Logistics,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,55311,59904,Python|dbt|Kafka|SQL|Spark|Airflow,54
JP000170,2022-01-05,Germany,Munich,Technology,Data Manager,Chief Data Officer,Junior (0-2yr),Hybrid,Permanent,German Required,34574,49630,Leadership|Agile|Stakeholder Management|SQL,37
JP000171,2022-01-05,Germany,Cologne,E-Commerce,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Permanent,German Required,38461,47475,Tableau|Excel|Power BI|Looker|SQL|SAP BI,83
JP000172,2022-01-05,Germany,Leipzig,Automotive,Data Engineer,Pipeline Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,82074,118006,Kafka|SQL|Python|Spark|Azure,56
JP000173,2022-01-05,Germany,Stuttgart,Media,Data Engineer,Data Platform Engineer,Junior (0-2yr),On-site,Permanent,German Required,38828,49996,Docker|Airflow|Spark|Databricks,13
JP000174,2022-01-05,Germany,Cologne,Technology,Data Manager,BI Manager,Senior (5+yr),Remote,Permanent,German Required,83133,86145,Strategy|Agile|SQL|Excel,11
JP000175,2022-01-05,Austria,Linz,Technology,Data Analyst,BI Analyst,Mid (2-5yr),Remote,Permanent,German Required,57151,58603,Python|Power BI|SQL|SAP|Jira,56
JP000176,2022-01-05,Germany,Munich,E-Commerce,Data Manager,BI Manager,Junior (0-2yr),Hybrid,Permanent,German Required,37875,39833,Agile|Strategy|SQL,45
JP000177,2022-01-05,Germany,Frankfurt,Logistics,Data Engineer,Data Engineer,Senior (5+yr),Remote,Permanent,German Required,88187,119697,Kafka|SQL|Airflow|Databricks,47
JP000178,2022-01-05,Germany,Stuttgart,Energy,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,40417,49672,Power BI|Tableau|Looker,74
JP000179,2022-01-05,Germany,Berlin,Finance & Banking,Data Scientist,AI Analyst,Junior (0-2yr),Remote,Permanent,German Required,37289,41779,Azure ML|R|Scikit-Learn|TensorFlow|Python|SQL,51
JP000180,2022-01-05,Germany,Stuttgart,Media,BI Developer,BI Developer,Mid (2-5yr),On-site,Permanent,German Required,53802,59569,DAX|Looker|SSRS|SAP BI|Tableau,76
JP000181,2022-01-05,Germany,Frankfurt,Consulting,Data Analyst,Reporting Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,93910,96305,SAP|Excel|Python|Jira,33
JP000182,2022-01-05,Germany,Nuremberg,Finance & Banking,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Freelance,German Required,85586,101171,Stakeholder Management|Power BI|Agile,72
JP000183,2022-01-05,Switzerland,Geneva,Consulting,BI Developer,BI Developer,Junior (0-2yr),Hybrid,Permanent,German Required,37477,45021,Power BI|SSRS|SAP BI|Excel|Tableau|Looker,82
JP000184,2022-01-05,Germany,Munich,E-Commerce,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Permanent,English OK,55776,69394,SSRS|Excel|DAX|Power BI|Looker,13
JP000185,2022-01-05,Germany,Leipzig,Manufacturing,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Permanent,English OK,91439,101049,Confluence|Python|SQL|Tableau|Excel,54
JP000186,2022-01-05,Germany,Nuremberg,Technology,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,79327,91753,Azure ML|Statistics|R|Python|Scikit-Learn,48
JP000187,2022-01-05,Switzerland,Basel,Technology,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Permanent,German Required,61924,67118,Excel|Looker|Tableau|SSRS,48
JP000188,2022-01-05,Austria,Innsbruck,Automotive,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,38478,42071,SAP BI|Tableau|Looker,52
JP000189,2022-01-06,Germany,Frankfurt,Consulting,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Fixed-term,German Required,89733,116922,Confluence|Tableau|Jira|Python,49
JP000190,2022-01-06,Switzerland,Basel,Logistics,Data Engineer,Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,76613,108952,Python|Kafka|Airflow|Databricks|dbt,10
JP000191,2022-01-06,Germany,Stuttgart,Consulting,BI Developer,Tableau Developer,Senior (5+yr),Hybrid,Freelance,German Required,79583,114921,SAP BI|Power BI|SSRS|Tableau|SQL|Excel,11
JP000192,2022-01-06,Switzerland,Bern,Automotive,Data Engineer,Data Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,96009,98162,dbt|Kafka|SQL|Spark|Databricks,28
JP000193,2022-01-06,Germany,Düsseldorf,Healthcare,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Permanent,German Required,50929,73977,Strategy|Power BI|SQL|Leadership|Agile|Excel,71
JP000194,2022-01-06,Germany,Düsseldorf,Consulting,BI Developer,Power BI Developer,Senior (5+yr),On-site,Freelance,German Required,75151,88158,SQL|Tableau|DAX|Power BI|SSRS|Excel,31
JP000195,2022-01-06,Germany,Frankfurt,Energy,BI Developer,Power BI Developer,Senior (5+yr),Remote,Permanent,English OK,93852,98703,Tableau|Excel|Looker|SQL|SAP BI,84
JP000196,2022-01-06,Germany,Frankfurt,Logistics,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Fixed-term,German Required,35586,45817,Excel|Strategy|Power BI|Stakeholder Management|Leadership,48
JP000197,2022-01-06,Germany,Hamburg,Finance & Banking,Data Analyst,Business Analyst,Senior (5+yr),Remote,Permanent,German Required,84951,109943,SQL|SAP|Python|Jira|Power BI|Excel,56
JP000198,2022-01-06,Switzerland,Bern,Consulting,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,81998,83360,dbt|Databricks|Python|Docker|Azure,34
JP000199,2022-01-06,Germany,Cologne,Finance & Banking,Data Analyst,Business Analyst,Senior (5+yr),On-site,Freelance,German Required,89550,103349,Tableau|Power BI|SAP|SQL|Python,56
JP000200,2022-01-06,Germany,Düsseldorf,Automotive,Data Manager,BI Manager,Junior (0-2yr),Hybrid,Permanent,German Required,36649,44572,SQL|Power BI|Excel|Agile,33
JP000201,2022-01-06,Austria,Salzburg,Technology,BI Developer,BI Consultant,Mid (2-5yr),Hybrid,Permanent,German Required,52097,71531,SSRS|Looker|Excel,88
JP000202,2022-01-06,Germany,Düsseldorf,Finance & Banking,Data Engineer,Big Data Engineer,Mid (2-5yr),On-site,Fixed-term,German Required,61171,69827,SQL|Python|Spark|Azure|Kafka|Docker,8
JP000203,2022-01-06,Austria,Graz,Healthcare,Data Scientist,AI Analyst,Junior (0-2yr),Remote,Permanent,German Required,35592,49126,Scikit-Learn|Python|Machine Learning|TensorFlow,34
JP000204,2022-01-06,Switzerland,Zurich,Technology,Data Manager,Data Manager,Senior (5+yr),On-site,Permanent,German Required,96365,115326,Power BI|Excel|Agile|Strategy|Leadership,70
JP000205,2022-01-06,Germany,Hamburg,Energy,Data Analyst,Reporting Analyst,Senior (5+yr),Hybrid,Permanent,German Required,75365,110266,SAP|Python|Tableau,77
JP000206,2022-01-06,Germany,Hamburg,Manufacturing,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,90905,96416,Jira|Confluence|SQL,68
JP000207,2022-01-06,Germany,Berlin,Media,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Permanent,German Required,55756,68127,Power BI|Agile|Leadership|Excel|Stakeholder Management|Strategy,18
JP000208,2022-01-06,Germany,Frankfurt,E-Commerce,Data Analyst,Reporting Analyst,Senior (5+yr),Remote,Freelance,German Required,90587,93163,Python|Jira|Tableau|Excel|Confluence|Power BI,26
JP000209,2022-01-06,Germany,Cologne,Finance & Banking,BI Developer,Tableau Developer,Junior (0-2yr),Hybrid,Permanent,German Required,33556,47199,SSRS|SAP BI|Looker|Excel|Power BI,80
JP000210,2022-01-06,Germany,Frankfurt,Consulting,Data Analyst,Reporting Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,38979,43922,Python|SQL|Excel|Confluence|SAP|Jira,17
JP000211,2022-01-06,Germany,Dresden,Media,BI Developer,BI Developer,Senior (5+yr),On-site,Freelance,German Required,90948,106396,DAX|Power BI|Excel|SQL|SAP BI,86
JP000212,2022-01-06,Switzerland,Zurich,Manufacturing,BI Developer,BI Developer,Senior (5+yr),Hybrid,Freelance,English OK,81683,101737,SAP BI|Power BI|DAX|Tableau|SSRS|Looker,90
JP000213,2022-01-06,Germany,Stuttgart,Healthcare,Data Manager,BI Manager,Mid (2-5yr),Hybrid,Fixed-term,German Required,56275,70719,SQL|Excel|Power BI,39
JP000214,2022-01-06,Switzerland,Zurich,E-Commerce,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Freelance,German Required,57994,58251,Leadership|Agile|Power BI|Strategy|SQL,17
JP000215,2022-01-06,Austria,Graz,E-Commerce,Data Engineer,Big Data Engineer,Junior (0-2yr),Remote,Freelance,German Required,35257,47692,Docker|dbt|Databricks|SQL,10
JP000216,2022-01-06,Germany,Frankfurt,E-Commerce,Data Manager,Analytics Manager,Senior (5+yr),Hybrid,Permanent,German Required,94537,109027,Strategy|Excel|Power BI|Agile|SQL|Stakeholder Management,11
JP000217,2022-01-06,Germany,Dresden,Logistics,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Freelance,German Required,38234,45136,Agile|Power BI|SQL|Excel,21
JP000218,2022-01-06,Germany,Munich,Finance & Banking,Data Manager,Analytics Manager,Senior (5+yr),Hybrid,Permanent,German Required,87533,110377,Power BI|Agile|Strategy|Excel|Stakeholder Management|SQL,77
JP000219,2022-01-06,Austria,Graz,Logistics,Data Manager,Analytics Manager,Senior (5+yr),Hybrid,Freelance,German Required,77845,113531,Leadership|Power BI|Stakeholder Management|SQL,83
JP000220,2022-01-06,Austria,Graz,Automotive,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Permanent,German Required,95930,96291,Kafka|Airflow|Python|Spark|Databricks|Azure,12
JP000221,2022-01-06,Switzerland,Geneva,E-Commerce,Data Scientist,ML Engineer,Junior (0-2yr),Hybrid,Permanent,German Required,40736,49957,Scikit-Learn|SQL|R|Python|Machine Learning|Statistics,41
JP000222,2022-01-06,Germany,Cologne,Logistics,Data Manager,BI Manager,Mid (2-5yr),On-site,Permanent,German Required,62359,72921,Power BI|Strategy|SQL,75
JP000223,2022-01-06,Germany,Stuttgart,Technology,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Permanent,German Required,85551,116050,SSRS|Excel|DAX|Power BI|SAP BI,25
JP000224,2022-01-06,Germany,Leipzig,Energy,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Fixed-term,English OK,86742,112198,Tableau|Python|Confluence,50
JP000225,2022-01-06,Germany,Berlin,Logistics,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Permanent,English OK,78951,87345,Azure|dbt|Python,58
JP000226,2022-01-06,Germany,Leipzig,E-Commerce,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Permanent,German Required,33786,38255,R|Scikit-Learn|Python|Azure ML|SQL|TensorFlow,90
JP000227,2022-01-06,Germany,Hamburg,Media,Data Manager,Data Manager,Mid (2-5yr),Hybrid,Permanent,English OK,61721,67177,Agile|Leadership|Strategy|Power BI,57
JP000228,2022-01-07,Germany,Munich,Healthcare,Data Engineer,Pipeline Engineer,Senior (5+yr),On-site,Permanent,German Required,95894,117989,SQL|dbt|Databricks|Spark,20
JP000229,2022-01-07,Germany,Düsseldorf,E-Commerce,Data Engineer,Pipeline Engineer,Mid (2-5yr),Hybrid,Freelance,English OK,58696,72468,Docker|Kafka|Spark|Databricks|Airflow,61
JP000230,2022-01-07,Austria,Vienna,Technology,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,50634,51691,Looker|Power BI|SQL|Excel|DAX|SSRS,85
JP000231,2022-01-07,Germany,Düsseldorf,Healthcare,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Permanent,German Required,33285,41068,SQL|Tableau|SSRS,72
JP000232,2022-01-07,Switzerland,Bern,Finance & Banking,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,60110,67244,SAP|Jira|SQL|Excel|Confluence|Python,90
JP000233,2022-01-07,Germany,Cologne,Energy,Data Analyst,Reporting Analyst,Junior (0-2yr),Hybrid,Freelance,German Required,32811,38062,SAP|Tableau|Power BI,38
JP000234,2022-01-07,Germany,Frankfurt,Logistics,Data Manager,Data Manager,Senior (5+yr),Hybrid,Freelance,German Required,83835,102539,Excel|Strategy|Leadership|Stakeholder Management|SQL,89
JP000235,2022-01-07,Germany,Hamburg,Consulting,Data Engineer,ETL Developer,Mid (2-5yr),Remote,Permanent,German Required,62481,68878,Spark|Python|Azure,49
JP000236,2022-01-07,Germany,Dresden,Logistics,Data Analyst,BI Analyst,Senior (5+yr),On-site,Permanent,English OK,93128,106614,Tableau|SQL|Python|SAP,48
JP000237,2022-01-07,Germany,Dresden,Consulting,Data Manager,Chief Data Officer,Mid (2-5yr),Remote,Freelance,English OK,53802,55212,Agile|Stakeholder Management|Excel,58
JP000238,2022-01-07,Germany,Dresden,E-Commerce,Data Scientist,Research Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,55320,72065,TensorFlow|Python|Machine Learning,33
JP000239,2022-01-07,Germany,Cologne,Finance & Banking,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Fixed-term,English OK,54312,60940,Databricks|dbt|Python|Kafka|Spark,68
JP000240,2022-01-07,Germany,Hamburg,Energy,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,78943,85984,SAP|Python|Confluence|Power BI,39
JP000241,2022-01-07,Germany,Dresden,Technology,BI Developer,Tableau Developer,Mid (2-5yr),On-site,Permanent,English OK,61788,70148,Tableau|Power BI|DAX|SQL|Excel,46
JP000242,2022-01-07,Germany,Cologne,Finance & Banking,BI Developer,BI Consultant,Mid (2-5yr),Hybrid,Freelance,German Required,59564,73564,Excel|Looker|Power BI|Tableau|DAX,76
JP000243,2022-01-07,Germany,Stuttgart,Media,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Fixed-term,German Required,51468,70601,Airflow|SQL|Kafka|Spark|Azure|Databricks,39
JP000244,2022-01-07,Germany,Leipzig,Logistics,Data Manager,Data Manager,Junior (0-2yr),Hybrid,Fixed-term,German Required,33603,36409,Leadership|Excel|Stakeholder Management|Power BI,62
JP000245,2022-01-07,Germany,Dresden,Consulting,BI Developer,Tableau Developer,Senior (5+yr),Hybrid,Fixed-term,English OK,97391,109176,Power BI|SAP BI|SSRS|Looker|Tableau,16
JP000246,2022-01-07,Austria,Vienna,Consulting,Data Engineer,ETL Developer,Junior (0-2yr),Remote,Fixed-term,German Required,37483,42924,Airflow|Docker|Spark|Kafka,72
JP000247,2022-01-07,Switzerland,Bern,Energy,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Fixed-term,German Required,62190,68035,Strategy|Power BI|SQL|Leadership|Excel|Agile,70
JP000248,2022-01-07,Austria,Graz,Manufacturing,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,39940,43545,R|Machine Learning|TensorFlow|SQL|Scikit-Learn|Python,13
JP000249,2022-01-07,Germany,Berlin,Consulting,Data Manager,BI Manager,Senior (5+yr),Hybrid,Fixed-term,German Required,86564,107051,Agile|Leadership|Excel,26
JP000250,2022-01-07,Germany,Leipzig,Logistics,BI Developer,Reporting Developer,Mid (2-5yr),On-site,Permanent,German Required,57375,67115,SQL|DAX|Tableau|Power BI|SAP BI|Excel,47
JP000251,2022-01-07,Switzerland,Basel,Finance & Banking,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Permanent,German Required,86002,88252,SAP BI|Excel|Power BI|SQL|Looker,60
JP000252,2022-01-07,Germany,Dresden,E-Commerce,Data Scientist,AI Analyst,Senior (5+yr),On-site,Fixed-term,German Required,93348,116604,TensorFlow|Machine Learning|Azure ML|Scikit-Learn|R|Python,20
JP000253,2022-01-07,Germany,Munich,E-Commerce,Data Engineer,ETL Developer,Junior (0-2yr),Remote,Fixed-term,English OK,35779,49532,Databricks|Python|Docker|Azure|Airflow,75
JP000254,2022-01-07,Switzerland,Zurich,E-Commerce,BI Developer,Tableau Developer,Mid (2-5yr),On-site,Fixed-term,German Required,57586,74896,Looker|Tableau|Excel|DAX,14
JP000255,2022-01-07,Germany,Düsseldorf,Logistics,Data Scientist,Quantitative Analyst,Junior (0-2yr),On-site,Permanent,German Required,36541,45871,Statistics|TensorFlow|Azure ML|Scikit-Learn|Python|SQL,27
JP000256,2022-01-08,Germany,Düsseldorf,E-Commerce,BI Developer,BI Consultant,Junior (0-2yr),On-site,Permanent,German Required,39854,46718,SAP BI|Looker|SSRS|DAX,66
JP000257,2022-01-08,Austria,Linz,Technology,Data Analyst,Junior Data Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,61352,69602,Jira|Excel|Python,44
JP000258,2022-01-08,Germany,Munich,E-Commerce,Data Analyst,Junior Data Analyst,Junior (0-2yr),Remote,Permanent,German Required,37792,45543,SQL|SAP|Jira|Python,75
